subdomain,ip,provider,detail
disabilityculture.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
disabilityculture.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
disabilityculture.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
distribution.oit.uci.edu,44.253.190.57,AWS,AMAZON/us-west-2
distribution.oit.uci.edu,54.148.23.16,AWS,AMAZON/us-west-2
div-op-alb-lb.diversity-op-dev.aws.uci.edu,54.189.210.185,AWS,AMAZON/us-west-2
diversity-dev.lib.uci.edu,44.228.101.8,AWS,AMAZON/us-west-2
diversity-dev.lib.uci.edu,35.166.201.126,AWS,AMAZON/us-west-2
diversityinmedicine.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
diversityinmedicine.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
diversityinmedicine.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
diversity.lib.uci.edu,44.246.154.158,AWS,AMAZON/us-west-2
diversity.lib.uci.edu,52.33.98.203,AWS,AMAZON/us-west-2
dll.gse.uci.edu,52.10.250.14,AWS,AMAZON/us-west-2
dll.gse.uci.edu,52.40.165.7,AWS,AMAZON/us-west-2
dlac.dtei.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
dlac.dtei.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
dls.socsci.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
dls.socsci.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
dmaf.biochem.uci.edu,52.40.165.7,AWS,AMAZON/us-west-2
dmaf.biochem.uci.edu,52.10.250.14,AWS,AMAZON/us-west-2
docusign.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
docusign.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
docusign.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
docs.lawnet.uci.edu,142.251.210.147,GCP,"AS15169 GOOGLE - Google LLC, US"
dos.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
dos.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
dos.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
dosi.bli.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
dosi.bli.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
dosi.bli.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
draymanlab.bio.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
draymanlab.bio.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
draymanlab.bio.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
dream.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
dream.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
dream.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
drupaldev.lib.uci.edu,35.166.201.126,AWS,AMAZON/us-west-2
drupaldev.lib.uci.edu,44.228.101.8,AWS,AMAZON/us-west-2
dsc.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
dsc.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
dss-prod.lib.uci.edu,54.191.143.45,AWS,AMAZON/us-west-2
dss-park.sandbox.lib.uci.edu,157.245.185.55,DigitalOcean,"AS14061 DIGITALOCEAN-ASN - DigitalOcean, LLC, US"
dss-test.sandbox.lib.uci.edu,157.245.185.55,DigitalOcean,"AS14061 DIGITALOCEAN-ASN - DigitalOcean, LLC, US"
dss-dev.lib.uci.edu,54.185.52.86,AWS,AMAZON/us-west-2
dssiem02.oit.uci.edu,34.208.117.226,AWS,AMAZON/us-west-2
dssiem02.oit.uci.edu,44.233.98.220,AWS,AMAZON/us-west-2
dtei.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
dtei.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
dtl.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
dtl.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
due.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
due.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
due-web.ugs.uci.edu,54.200.10.136,AWS,AMAZON/us-west-2
duo.oit.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
duo.oit.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
duo.oit.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
duosupportdesk.service.uci.edu,44.241.73.225,AWS,AMAZON/us-west-2
duosupportdesk.service.uci.edu,54.185.194.146,AWS,AMAZON/us-west-2
eaop.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
eaop.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
eaop.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
earthmanlabs.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
ebl.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
ecm-dr.oit.uci.edu,132.249.215.53,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
ecoevo.dev-pantheon.bio.uci.edu,23.185.0.3,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
ecoevo.bio.uci.edu,23.185.0.2,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
ecoevo.test-pantheon.bio.uci.edu,23.185.0.2,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
economics-dev.ss.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
economics-dev.ss.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
economics.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
economics.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
economicsandpublicpolicy.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
economicsandpublicpolicy.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
edingerlab.bio.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
edingerlab.bio.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
edingerlab.bio.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
editor.uci.edu,44.253.119.58,AWS,AMAZON/us-west-2
editor.uci.edu,35.161.47.2,AWS,AMAZON/us-west-2
ecogovlab.socsci.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
ecogovlab.socsci.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
ecogovlab.socsci.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
edocs-tms-nlb-test12.oit-pmo-test12.aws.uci.edu,44.252.175.203,AWS,AMAZON/us-west-2
edocs-tms-nlb-test12.oit-pmo-test12.aws.uci.edu,44.224.101.44,AWS,AMAZON/us-west-2
edtechtools.eee.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
edtechtools.eee.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
edtechtools.eee.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
education.uci.edu,199.34.228.49,Other,"AS27647 WEEBLY - Weebly, Inc., US"
educationresearch.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
eduroam.oit.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
eduroam.oit.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
educationresearch.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
eduroam.oit.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
eec.hr.uci.edu,54.201.60.227,AWS,AMAZON/us-west-2
eec.hr.uci.edu,52.36.198.56,AWS,AMAZON/us-west-2
eee-offsite-lo.oit.uci.edu,132.249.250.230,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
eeedb-offsite-lo.oit.uci.edu,132.249.250.231,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
efi.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
egyptomania.sandbox.lib.uci.edu,157.245.185.55,DigitalOcean,"AS14061 DIGITALOCEAN-ASN - DigitalOcean, LLC, US"
ehs.uci.edu,54.71.17.101,AWS,AMAZON/us-west-2
electrochemicaldynamics.eng.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
electrochemicaldynamics.eng.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
electrochemicaldynamics.eng.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
em.aws.uci.edu,35.85.22.234,AWS,AMAZON/us-west-2
em.aws.uci.edu,100.21.157.62,AWS,AMAZON/us-west-2
em.uci.edu,35.85.22.234,AWS,AMAZON/us-west-2
em.uci.edu,100.21.157.62,AWS,AMAZON/us-west-2
ema.enrollment.uci.edu,44.253.119.58,AWS,AMAZON/us-west-2
ema.enrollment.uci.edu,35.161.47.2,AWS,AMAZON/us-west-2
emergencymed.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
emergencymed.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
emergencymed.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
emergency.uci.edu,13.249.126.6,AWS,AMAZON/GLOBAL
emergency.uci.edu,13.249.126.12,AWS,AMAZON/GLOBAL
emergency.uci.edu,13.249.126.11,AWS,AMAZON/GLOBAL
emergency.uci.edu,13.249.126.16,AWS,AMAZON/GLOBAL
emrap.medschool.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
emrap.medschool.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
emrap.medschool.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
emssi.uci.edu,23.185.0.2,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
endfamilyviolence.uci.edu,52.10.113.223,AWS,AMAZON/us-west-2
endfamilyviolence.uci.edu,52.10.216.228,AWS,AMAZON/us-west-2
energyindependence.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
engage.alumni.uci.edu,44.230.166.173,AWS,AMAZON/us-west-2
engage.alumni.uci.edu,52.88.192.85,AWS,AMAZON/us-west-2
engage.due.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
engage.due.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
engage.advancement.uci.edu,104.21.46.32,Cloudflare,edge
engage.advancement.uci.edu,172.67.223.32,Cloudflare,edge
engage.police.uci.edu,3.30.76.196,AWS,AMAZON/us-gov-west-1
engage.police.uci.edu,3.31.3.176,AWS,AMAZON/us-gov-west-1
engage.police.uci.edu,52.222.14.14,AWS,AMAZON/us-gov-west-1
enrollment.uci.edu,52.10.113.223,AWS,AMAZON/us-west-2
enrollment.uci.edu,52.10.216.228,AWS,AMAZON/us-west-2
ent.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
ent.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
ent.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
enterprise.pts.uci.edu,16.147.143.85,AWS,AMAZON/us-west-2
enterprise.pts.uci.edu,52.11.19.35,AWS,AMAZON/us-west-2
environmentalcollaboratory.uci.edu,162.159.134.42,Cloudflare,edge
entrepreneur.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
entrepreneur.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
epaf.lib.uci.edu,54.214.202.165,AWS,AMAZON/us-west-2
epl.eng.uci.edu,52.40.165.7,AWS,AMAZON/us-west-2
epl.eng.uci.edu,52.10.250.14,AWS,AMAZON/us-west-2
epaf-dev.lib.uci.edu,54.214.202.165,AWS,AMAZON/us-west-2
eod.uci.edu,44.253.119.58,AWS,AMAZON/us-west-2
eod.uci.edu,35.161.47.2,AWS,AMAZON/us-west-2
epilepsyresearch.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
epilepsyresearch.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
epilepsyresearch.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
eracq-dev.lib.uci.edu,54.214.202.165,AWS,AMAZON/us-west-2
eracq.lib.uci.edu,54.214.202.165,AWS,AMAZON/us-west-2
equity.socsci.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
equity.socsci.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
eramirez.sandbox.lib.uci.edu,157.245.185.55,DigitalOcean,"AS14061 DIGITALOCEAN-ASN - DigitalOcean, LLC, US"
erer-dev.lib.uci.edu,35.91.109.117,AWS,AMAZON/us-west-2
esa.dsc.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
esa.dsc.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
es2025.eng.uci.edu,44.242.110.74,AWS,AMAZON/us-west-2
esb-dev.oit.uci.edu,100.22.119.83,AWS,AMAZON/us-west-2
esb-dev.oit.uci.edu,34.210.154.99,AWS,AMAZON/us-west-2
esb-pprd-ucp-pluat.aws.uci.edu,44.237.109.221,AWS,AMAZON/us-west-2
esb-pprd-ucp-pluat.aws.uci.edu,52.13.133.56,AWS,AMAZON/us-west-2
esb-pprd-ucp-pumuat.aws.uci.edu,34.214.155.82,AWS,AMAZON/us-west-2
esb-pprd-ucp-pumuat.aws.uci.edu,52.32.217.22,AWS,AMAZON/us-west-2
esb-pprd-ucp-puat.aws.uci.edu,52.12.236.128,AWS,AMAZON/us-west-2
esb-pprd-ucp-puat.aws.uci.edu,54.187.203.36,AWS,AMAZON/us-west-2
esb-stage.oit.uci.edu,44.235.150.173,AWS,AMAZON/us-west-2
esb-stage.oit.uci.edu,32.184.52.16,AWS,AMAZON/us-west-2
esb.amq-prod.aws.uci.edu,52.10.213.124,AWS,AMAZON/us-west-2
esb.amq-prod.aws.uci.edu,34.213.191.45,AWS,AMAZON/us-west-2
esb.amq-preprod.aws.uci.edu,44.229.228.116,AWS,AMAZON/us-west-2
esb.amq-preprod.aws.uci.edu,54.201.115.41,AWS,AMAZON/us-west-2
esb-2.amq-prod.aws.uci.edu,44.240.199.12,AWS,AMAZON/us-west-2
esbat.oit.uci.edu,54.213.40.128,AWS,AMAZON/us-west-2
esbat.oit.uci.edu,16.144.142.206,AWS,AMAZON/us-west-2
esb-2.amq-prod.aws.uci.edu,44.239.101.203,AWS,AMAZON/us-west-2
esc.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
escape.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
escape.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
escape.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
esim.sandbox.lib.uci.edu,157.245.185.55,DigitalOcean,"AS14061 DIGITALOCEAN-ASN - DigitalOcean, LLC, US"
esl-cdp.ce.uci.edu,199.34.228.70,Other,"AS27647 WEEBLY - Weebly, Inc., US"
eslstudents.ce.uci.edu,199.34.228.78,Other,"AS27647 WEEBLY - Weebly, Inc., US"
esb.amq-stage.aws.uci.edu,35.165.141.236,AWS,AMAZON/us-west-2
esb.amq-stage.aws.uci.edu,100.22.254.240,AWS,AMAZON/us-west-2
esports.uci.edu,34.218.173.146,AWS,AMAZON/us-west-2
esportsconference.uci.edu,54.71.17.101,AWS,AMAZON/us-west-2
essl.socsci.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
essl.socsci.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
esx-dr-sdsc03.es.uci.edu,132.249.250.250,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
esx-dr-sdsc01.es.uci.edu,132.249.250.248,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
esx04-dr-oit.es.uci.edu,132.249.250.238,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
esx02-dr-oit.es.uci.edu,132.249.250.236,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
esx-dr-sdsc02.es.uci.edu,132.249.250.249,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
esx03-dr-oit.es.uci.edu,132.249.250.237,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
esx01-dr-oit.es.uci.edu,132.249.250.235,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
esx01-dr-whcs.es.uci.edu,132.249.250.234,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
etd.lib.uci.edu,44.246.154.158,AWS,AMAZON/us-west-2
etd.lib.uci.edu,52.33.98.203,AWS,AMAZON/us-west-2
etd-dev.lib.uci.edu,35.166.201.126,AWS,AMAZON/us-west-2
etd-dev.lib.uci.edu,44.228.101.8,AWS,AMAZON/us-west-2
ethicscenter.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
ethicscenter.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
etad.calit2.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
etad.calit2.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
etad.calit2.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
ethnography.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
ethnography.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
etech.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
etech.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
etech.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
eusweb.aws.nacs.uci.edu,52.11.69.142,AWS,AMAZON/us-west-2
eusweb-p-ws07-nlb-prod.eusweb-migration-prod.aws.uci.edu,44.253.84.26,AWS,AMAZON/us-west-2
eusweb-p-ws07-nlb-prod.eusweb-migration-prod.aws.uci.edu,44.247.135.236,AWS,AMAZON/us-west-2
eus-t-web01.aws.uci.edu,35.83.39.207,AWS,AMAZON/us-west-2
eusweb01-lb.eusweb-prod.aws.uci.edu,18.236.34.25,AWS,AMAZON/us-west-2
eusweb00.aws.uci.edu,52.88.192.85,AWS,AMAZON/us-west-2
eusweb00.aws.uci.edu,44.230.166.173,AWS,AMAZON/us-west-2
eusweb-p-ws02-nlb-prod.eusweb-migration-prod.aws.uci.edu,54.190.37.210,AWS,AMAZON/us-west-2
eusweb-p-ws02-nlb-prod.eusweb-migration-prod.aws.uci.edu,44.254.12.113,AWS,AMAZON/us-west-2
eustest-alb-lb.test-eus-dev.aws.uci.edu,35.166.46.100,AWS,AMAZON/us-west-2
eusweb-p-ws08-nlb-prod.eusweb-migration-prod.aws.uci.edu,35.160.162.237,AWS,AMAZON/us-west-2
eusweb-p-ws08-nlb-prod.eusweb-migration-prod.aws.uci.edu,16.145.173.158,AWS,AMAZON/us-west-2
eusweb00-lb.eusweb-migration-prod.aws.uci.edu,35.82.55.89,AWS,AMAZON/us-west-2
eusweb-p-ws04-nlb-prod.eusweb-migration-prod.aws.uci.edu,50.112.114.145,AWS,AMAZON/us-west-2
eusweb-p-ws04-nlb-prod.eusweb-migration-prod.aws.uci.edu,35.160.42.40,AWS,AMAZON/us-west-2
eusweb02.aws.uci.edu,100.20.109.51,AWS,AMAZON/us-west-2
eusweb02.aws.uci.edu,32.184.219.143,AWS,AMAZON/us-west-2
eusweb03-lb.eusweb-migration-prod.aws.uci.edu,34.214.68.38,AWS,AMAZON/us-west-2
eusweb02-lb.eusweb-migration-prod.aws.uci.edu,54.201.124.226,AWS,AMAZON/us-west-2
eusweb-p-ws03-nlb-prod.eusweb-migration-prod.aws.uci.edu,44.224.102.179,AWS,AMAZON/us-west-2
eusweb-p-ws03-nlb-prod.eusweb-migration-prod.aws.uci.edu,34.218.8.13,AWS,AMAZON/us-west-2
eusweb03.aws.uci.edu,44.230.251.218,AWS,AMAZON/us-west-2
eusweb03.aws.uci.edu,54.68.209.160,AWS,AMAZON/us-west-2
eusweb04-lb.eusweb-migration-prod.aws.uci.edu,44.233.18.91,AWS,AMAZON/us-west-2
eusweb04-lb.eusweb-migration-prod.aws.uci.edu,54.190.123.147,AWS,AMAZON/us-west-2
eusweb07.aws.uci.edu,52.36.198.56,AWS,AMAZON/us-west-2
eusweb07.aws.uci.edu,54.201.60.227,AWS,AMAZON/us-west-2
eusweb08-lb.eusweb-migration-prod.aws.uci.edu,52.27.92.22,AWS,AMAZON/us-west-2
eusweb08.aws.uci.edu,34.218.220.0,AWS,AMAZON/us-west-2
eusweb08.aws.uci.edu,35.160.221.112,AWS,AMAZON/us-west-2
eusweb1.aws.uci.edu,54.71.106.255,AWS,AMAZON/us-west-2
eusweb7.aws.uci.edu,54.71.17.101,AWS,AMAZON/us-west-2
eusweb8.aws.uci.edu,35.80.145.4,AWS,AMAZON/us-west-2
eventivedev.studentcenter.uci.edu,13.57.144.118,AWS,AMAZON/us-west-1
eventive.studentcenter.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
eventive.studentcenter.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
eventservices.studentcenter.uci.edu,52.52.6.116,AWS,AMAZON/us-west-1
example-alb-lb.oit-zotgpt-api-dev.aws.uci.edu,44.233.154.37,AWS,AMAZON/us-west-2
example-alb-lb.sarkis-prod.aws.uci.edu,34.218.145.46,AWS,AMAZON/us-west-2
eusweb04.aws.uci.edu,44.236.140.79,AWS,AMAZON/us-west-2
eusweb04.aws.uci.edu,32.184.221.59,AWS,AMAZON/us-west-2
event-request.studentaffairs.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
event-request.studentaffairs.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
excellence.bio.uci.edu,52.52.97.175,AWS,AMAZON/us-west-1
excellence.bio.uci.edu,52.9.97.218,AWS,AMAZON/us-west-1
exhibits.lib.uci.edu,44.246.154.158,AWS,AMAZON/us-west-2
exhibits.lib.uci.edu,52.33.98.203,AWS,AMAZON/us-west-2
exhibits-dev.lib.uci.edu,35.166.201.126,AWS,AMAZON/us-west-2
exhibits-dev.lib.uci.edu,44.228.101.8,AWS,AMAZON/us-west-2
explorer-lb.spark-migration-prod.aws.uci.edu,44.225.243.102,AWS,AMAZON/us-west-2
explorer-lb.spark-migration-prod.aws.uci.edu,34.214.244.71,AWS,AMAZON/us-west-2
explorer-lb.spark-migration-stage.aws.uci.edu,34.210.159.82,AWS,AMAZON/us-west-2
explorer-lb.spark-migration-stage.aws.uci.edu,44.245.131.200,AWS,AMAZON/us-west-2
explorer.compass.uci.edu,34.214.244.71,AWS,AMAZON/us-west-2
explorer.compass.uci.edu,44.225.243.102,AWS,AMAZON/us-west-2
experts.communications.uci.edu,184.33.252.214,AWS,AMAZON/us-west-2
experts.communications.uci.edu,34.218.190.82,AWS,AMAZON/us-west-2
fa-oic-nlb-test34.oit-esms1-test34.aws.uci.edu,52.43.175.65,AWS,AMAZON/us-west-2
fa-oic-nlb-test34.oit-esms1-test34.aws.uci.edu,52.40.122.245,AWS,AMAZON/us-west-2
fa-oicagent-d-1.ad.uci.edu,52.43.175.65,AWS,AMAZON/us-west-2
fa-oicagent-d-1.ad.uci.edu,52.40.122.245,AWS,AMAZON/us-west-2
fa.uci.edu,52.88.192.85,AWS,AMAZON/us-west-2
fa.uci.edu,44.230.166.173,AWS,AMAZON/us-west-2
fabworks.eng.uci.edu,44.242.110.74,AWS,AMAZON/us-west-2
facilities.bio.uci.edu,23.185.0.2,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
facilities.dev-pantheon.bio.uci.edu,23.185.0.3,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
facilities.eng.uci.edu,44.242.110.74,AWS,AMAZON/us-west-2
facility-nlb-prod12.uci-eng-prod12.aws.uci.edu,16.147.116.211,AWS,AMAZON/us-west-2
facilities.test-pantheon.bio.uci.edu,23.185.0.2,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
facilities.socsci.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
facilities.socsci.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
facility2.inrf.uci.edu,16.147.116.211,AWS,AMAZON/us-west-2
faculty.sites.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
faculty.sites.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
faculty.sites.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
faculty.uci.edu,52.89.189.9,AWS,AMAZON/us-west-2
faculty.uci.edu,44.226.106.204,AWS,AMAZON/us-west-2
facultyhub.ap.uci.edu,35.161.47.2,AWS,AMAZON/us-west-2
facultyhub.ap.uci.edu,44.253.119.58,AWS,AMAZON/us-west-2
facultydev.sites.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
facultydev.sites.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
families.uci.edu,35.80.145.4,AWS,AMAZON/us-west-2
fam.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
familymed.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
familymed.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
familymed.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
faultline.sites.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
faultline.sites.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
faultline.sites.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
fdcl.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
fieldstudy.soceco.uci.edu,44.235.4.7,AWS,AMAZON/us-west-2
fieldstudy.soceco.uci.edu,16.145.182.141,AWS,AMAZON/us-west-2
filen2-app-nlb-stage.filenet-stage.aws.uci.edu,18.236.51.81,AWS,AMAZON/us-west-2
filen2-app-nlb-stage.filenet-stage.aws.uci.edu,52.13.7.153,AWS,AMAZON/us-west-2
filen1-pub-nlb-prod.filenet-prod.aws.uci.edu,54.201.195.19,AWS,AMAZON/us-west-2
filen1-pub-nlb-prod.filenet-prod.aws.uci.edu,35.167.77.7,AWS,AMAZON/us-west-2
filen2-app-nlb-dev.filenet-dev.aws.uci.edu,54.68.198.92,AWS,AMAZON/us-west-2
filen2-app-nlb-dev.filenet-dev.aws.uci.edu,52.26.124.138,AWS,AMAZON/us-west-2
filenet-cpe.oit.uci.edu,35.167.77.7,AWS,AMAZON/us-west-2
filenet-cpe.oit.uci.edu,54.201.195.19,AWS,AMAZON/us-west-2
filenet-ibaw.oit.uci.edu,35.162.27.240,AWS,AMAZON/us-west-2
filenet-ibaw.oit.uci.edu,52.33.7.245,AWS,AMAZON/us-west-2
filenet-t.oit.uci.edu,18.236.51.81,AWS,AMAZON/us-west-2
filenet-t.oit.uci.edu,52.13.7.153,AWS,AMAZON/us-west-2
filen2-app-nlb-prod.filenet-prod.aws.uci.edu,44.229.54.232,AWS,AMAZON/us-west-2
filen2-app-nlb-prod.filenet-prod.aws.uci.edu,34.214.168.72,AWS,AMAZON/us-west-2
filenet-d.oit.uci.edu,52.26.124.138,AWS,AMAZON/us-west-2
filenet-d.oit.uci.edu,54.68.198.92,AWS,AMAZON/us-west-2
filenetcn-sdsc.serverad.adcom.uci.edu,132.249.215.53,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
filenetcn-sdsc.oit.uci.edu,132.249.215.53,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
filenet.oit.uci.edu,44.229.54.232,AWS,AMAZON/us-west-2
filenet.oit.uci.edu,34.214.168.72,AWS,AMAZON/us-west-2
fim.socsci.uci.edu,64.29.17.65,AWS,"AS16509 AMAZON-02 - Amazon.com, Inc., US"
fim.socsci.uci.edu,216.198.79.65,AWS,"AS16509 AMAZON-02 - Amazon.com, Inc., US"
filen3-pub-nlb-prod.filenet-prod.aws.uci.edu,35.162.27.240,AWS,AMAZON/us-west-2
filen3-pub-nlb-prod.filenet-prod.aws.uci.edu,52.33.7.245,AWS,AMAZON/us-west-2
fip.uci.edu,54.200.10.136,AWS,AMAZON/us-west-2
firstgen.due.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
firstgen.due.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
first.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
first.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
first.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
flare-nlb-prod12.uci-biosci-prod12.aws.uci.edu,44.226.244.96,AWS,AMAZON/us-west-2
